simpanan_ref,koperasi_ref,anggota_ref,periode_pembayaran,jumlah_simpanan,status,dibuat_pada,dibayar_pada
SIMPAN-BADED373E285,KOP-9731896E0A0B,AGT-BAB4AB33E853,Simpanan Wajib,25000,PAID,2025-09-30 06:26:43,2025-06-16 05:07:49
SIMPAN-456E64CA0C53,KOP-F5BE80E71859,AGT-E896C51B0A6E,Simpanan Wajib,25000,PAID,2025-07-14 04:42:50,2025-06-22 14:01:47
SIMPAN-9EE7F9A06C16,KOP-F5BE80E71859,AGT-E896C51B0A6E,Simpanan Pokok,50000,PAID,2025-04-01 10:45:34,2025-05-31 09:18:38
SIMPAN-16D1DEC2BD15,KOP-F5BE80E71859,AGT-E896C51B0A6E,Simpanan Pokok,50000,UNPAID,2025-05-21 12:30:26,2025-11-25 09:42:17
SIMPAN-8F3FB71E9D93,KOP-F5BE80E71859,AGT-E896C51B0A6E,Simpanan Pokok,25000,UNPAID,2026-06-12 18:41:11,2025-02-10 19:26:06
SIMPAN-D3BC90402735,KOP-F5BE80E71859,AGT-E896C51B0A6E,Simpanan Wajib,100000,UNPAID,2025-04-11 22:40:28,2026-02-22 05:22:15
SIMPAN-1B2951FA1D04,KOP-F5BE80E71859,AGT-74BEBA2DCDAF,Simpanan Pokok,25000,PAID,2025-07-27 01:15:52,2025-09-04 02:49:24
SIMPAN-60D5B3551FA1,KOP-F5BE80E71859,AGT-74BEBA2DCDAF,Simpanan Pokok,100000,PAID,2026-06-26 18:11:11,2026-02-20 01:01:08
SIMPAN-679B3CF2E7DF,KOP-F5BE80E71859,AGT-2212476BDDEC,Simpanan Wajib,50000,PAID,2026-01-31 21:39:01,2026-05-30 13:55:09
SIMPAN-FECC7CACAB53,KOP-F5BE80E71859,AGT-2212476BDDEC,Simpanan Pokok,50000,PAID,2025-10-15 04:36:17,2025-03-22 06:26:50
SIMPAN-3307965771C6,KOP-F5BE80E71859,AGT-2212476BDDEC,Simpanan Wajib,50000,PAID,2025-01-23 19:29:47,2025-01-09 20:51:03
SIMPAN-72E739D5B2DD,KOP-F5BE80E71859,AGT-2720D926BF4E,Simpanan Wajib,50000,PAID,2025-09-03 13:23:46,2025-05-02 09:40:25
SIMPAN-37D44EB6999B,KOP-F5BE80E71859,AGT-E67A0BB4A493,Simpanan Wajib,25000,UNPAID,2026-04-14 08:13:42,2025-04-17 00:39:28
SIMPAN-3C4C92249986,KOP-F5BE80E71859,AGT-E67A0BB4A493,Simpanan Pokok,100000,UNPAID,2025-05-05 18:02:50,2026-06-28 12:58:16
SIMPAN-6E3FCE419875,KOP-F5BE80E71859,AGT-E67A0BB4A493,Simpanan Pokok,25000,PAID,2025-03-23 13:24:41,2026-04-03 03:21:48
SIMPAN-AB527829A85E,KOP-F5BE80E71859,AGT-E67A0BB4A493,Simpanan Wajib,50000,PAID,2025-08-03 13:12:26,2025-10-14 06:24:57
SIMPAN-1D96333D8EE6,KOP-F5BE80E71859,AGT-E67A0BB4A493,Simpanan Wajib,100000,PAID,2025-09-23 09:43:23,2026-05-26 01:46:11
SIMPAN-CDD10F2A8764,KOP-F5BE80E71859,AGT-47209694EBCD,Simpanan Wajib,25000,PAID,2026-04-25 00:07:26,2025-04-25 10:08:44
SIMPAN-19C6895C302B,KOP-F5BE80E71859,AGT-47209694EBCD,Simpanan Pokok,100000,PAID,2026-01-01 05:33:08,2026-03-26 19:33:06
SIMPAN-36798D582820,KOP-F5BE80E71859,AGT-47209694EBCD,Simpanan Pokok,25000,PAID,2025-11-30 23:37:55,2026-06-16 23:58:02
SIMPAN-2814DA991012,KOP-F5BE80E71859,AGT-03FA5B6A2B95,Simpanan Pokok,50000,UNPAID,2025-03-30 17:59:58,2025-06-18 01:16:38
SIMPAN-6EF8A8B444E4,KOP-F5BE80E71859,AGT-A96F8074CD56,Simpanan Wajib,100000,UNPAID,2025-08-07 08:32:33,2025-06-01 06:09:08
SIMPAN-7B7272B1E266,KOP-F5BE80E71859,AGT-A96F8074CD56,Simpanan Pokok,100000,UNPAID,2026-03-30 08:15:32,2025-07-14 19:00:47
SIMPAN-31FCE466E8ED,KOP-F5BE80E71859,AGT-A96F8074CD56,Simpanan Pokok,25000,PAID,2026-01-08 17:14:46,2025-08-16 12:53:24
SIMPAN-1C36FD7D8F60,KOP-F5BE80E71859,AGT-12184214DE70,Simpanan Wajib,25000,UNPAID,2025-06-12 07:16:41,2026-01-26 01:24:16
SIMPAN-D3EAF91AFBE4,KOP-F5BE80E71859,AGT-12184214DE70,Simpanan Pokok,25000,PAID,2025-05-08 05:40:43,2026-02-10 03:37:57
SIMPAN-DD039437F209,KOP-F5BE80E71859,AGT-12184214DE70,Simpanan Wajib,100000,UNPAID,2025-08-16 20:19:34,2025-07-07 03:15:49
SIMPAN-C09629084B73,KOP-F5BE80E71859,AGT-12184214DE70,Simpanan Wajib,100000,UNPAID,2026-03-22 09:32:39,2026-07-01 09:24:12
SIMPAN-844B8973C9CC,KOP-F5BE80E71859,AGT-12184214DE70,Simpanan Wajib,50000,PAID,2025-11-29 16:06:54,2025-09-26 04:46:13
SIMPAN-70B80B802FBA,KOP-F5BE80E71859,AGT-BB62A2209215,Simpanan Wajib,25000,PAID,2025-07-07 22:29:53,2025-12-12 07:41:04
SIMPAN-D80B47F2E8F3,KOP-F5BE80E71859,AGT-BB62A2209215,Simpanan Wajib,100000,PAID,2026-02-03 08:49:11,2026-05-06 08:54:25
SIMPAN-C1A9A217B8F3,KOP-F5BE80E71859,AGT-BB62A2209215,Simpanan Pokok,100000,PAID,2026-06-29 02:01:04,2025-10-06 14:26:51
SIMPAN-C4156A3A6446,KOP-F5BE80E71859,AGT-F18BF8907BB0,Simpanan Pokok,100000,PAID,2026-02-13 08:20:46,2026-04-30 23:54:54
SIMPAN-FB782D242556,KOP-F5BE80E71859,AGT-F18BF8907BB0,Simpanan Wajib,50000,PAID,2025-11-18 10:04:47,2026-05-03 01:38:22
SIMPAN-4648383D64E1,KOP-F5BE80E71859,AGT-F18BF8907BB0,Simpanan Wajib,50000,PAID,2025-03-16 06:20:43,2025-03-10 13:24:32
SIMPAN-E355919AA29D,KOP-F5BE80E71859,AGT-F18BF8907BB0,Simpanan Pokok,50000,UNPAID,2025-10-02 02:37:19,2025-03-21 20:36:56
SIMPAN-A4B274A55A23,KOP-F5BE80E71859,AGT-6B4598D0D165,Simpanan Pokok,25000,PAID,2025-06-22 15:49:23,2025-06-12 00:32:34
SIMPAN-0C7AF7C6709B,KOP-F5BE80E71859,AGT-1266A3BA386F,Simpanan Wajib,25000,PAID,2025-06-18 15:31:24,2026-05-18 17:37:02
SIMPAN-F9B3614DB378,KOP-F5BE80E71859,AGT-1266A3BA386F,Simpanan Pokok,25000,UNPAID,2025-07-09 04:48:02,2026-03-25 23:44:23
SIMPAN-DCF773E6C155,KOP-F5BE80E71859,AGT-1266A3BA386F,Simpanan Wajib,100000,PAID,2026-04-17 12:20:48,2026-06-28 19:28:12
SIMPAN-3C179986D30D,KOP-F5BE80E71859,AGT-1266A3BA386F,Simpanan Wajib,100000,UNPAID,2026-03-07 12:49:51,2025-08-31 23:12:25
SIMPAN-7E49448ACE0D,KOP-F5BE80E71859,AGT-1266A3BA386F,Simpanan Pokok,100000,UNPAID,2025-11-13 07:23:29,2025-04-29 21:56:26
SIMPAN-9A8952885560,KOP-F5BE80E71859,AGT-4DDAC4A5AA85,Simpanan Wajib,25000,PAID,2026-05-13 13:46:03,2025-10-06 10:17:45
SIMPAN-A03B34E8C213,KOP-F5BE80E71859,AGT-79C19EC74746,Simpanan Wajib,50000,PAID,2026-03-06 07:19:45,2026-01-30 12:39:15
SIMPAN-526D88D15DA8,KOP-F5BE80E71859,AGT-79C19EC74746,Simpanan Wajib,100000,PAID,2025-09-21 12:02:15,2025-02-03 00:50:21
SIMPAN-0F281DA9EA36,KOP-F5BE80E71859,AGT-79C19EC74746,Simpanan Wajib,25000,PAID,2025-11-19 08:01:53,2026-04-27 07:15:06
SIMPAN-26C91FBEBA8F,KOP-F5BE80E71859,AGT-79C19EC74746,Simpanan Pokok,100000,UNPAID,2026-01-31 09:55:03,2026-03-13 22:26:40
SIMPAN-C862866FA62A,KOP-F5BE80E71859,AGT-2BBD0698E933,Simpanan Wajib,25000,PAID,2026-06-26 05:51:55,2026-04-19 15:03:21
SIMPAN-EEBABDEC7ECA,KOP-F5BE80E71859,AGT-2BBD0698E933,Simpanan Pokok,50000,PAID,2025-08-29 02:51:11,2025-11-18 22:21:28
SIMPAN-0F5010D74EB3,KOP-F5BE80E71859,AGT-2BBD0698E933,Simpanan Wajib,100000,UNPAID,2025-12-10 22:16:19,2026-02-07 12:41:42
SIMPAN-A2DDF119BC24,KOP-8D601754AAF5,AGT-2086EC10A81C,Simpanan Pokok,25000,UNPAID,2025-07-31 18:15:45,2026-01-30 07:25:18
SIMPAN-DB53F16DE267,KOP-8D601754AAF5,AGT-2086EC10A81C,Simpanan Pokok,50000,PAID,2025-03-27 18:24:37,2025-12-11 23:07:10
SIMPAN-DCEF7EF8F3F5,KOP-8D601754AAF5,AGT-6ADF84972B7E,Simpanan Pokok,25000,UNPAID,2026-06-05 08:08:54,2025-12-24 06:48:08
SIMPAN-3F6C1861ACEE,KOP-8D601754AAF5,AGT-6ADF84972B7E,Simpanan Wajib,100000,UNPAID,2025-03-06 19:14:12,2026-05-04 11:50:46
SIMPAN-D5CF2753FDDD,KOP-8D601754AAF5,AGT-5C683BE90B67,Simpanan Pokok,50000,UNPAID,2026-04-01 14:55:06,2025-04-30 16:46:17
SIMPAN-D7F2C6363B66,KOP-8D601754AAF5,AGT-5C683BE90B67,Simpanan Pokok,50000,UNPAID,2026-03-06 21:06:03,2026-07-01 23:25:12
SIMPAN-E42D59062E56,KOP-8D601754AAF5,AGT-5C683BE90B67,Simpanan Pokok,100000,UNPAID,2025-11-03 12:44:27,2026-05-25 06:29:16
SIMPAN-3496FE0D5424,KOP-8D601754AAF5,AGT-5C683BE90B67,Simpanan Pokok,100000,UNPAID,2025-06-04 14:13:41,2026-01-21 13:25:18
SIMPAN-7097418394D4,KOP-8D601754AAF5,AGT-5C683BE90B67,Simpanan Wajib,100000,PAID,2025-06-24 22:16:08,2025-12-29 20:55:33
SIMPAN-DB79610C359A,KOP-8D601754AAF5,AGT-B1112A97FE0F,Simpanan Pokok,100000,UNPAID,2025-01-24 16:12:13,2025-10-02 22:50:34
SIMPAN-E62EF5075580,KOP-8D601754AAF5,AGT-B1112A97FE0F,Simpanan Wajib,25000,UNPAID,2026-02-26 15:24:10,2025-11-08 02:17:28
SIMPAN-49297A93ACB2,KOP-8D601754AAF5,AGT-B1112A97FE0F,Simpanan Wajib,100000,UNPAID,2026-02-10 17:38:15,2025-01-23 20:28:39
SIMPAN-D399151A749A,KOP-8D601754AAF5,AGT-612FDE3AD7E6,Simpanan Wajib,25000,PAID,2026-04-15 18:53:44,2025-12-18 07:30:34
SIMPAN-61B059EBDF88,KOP-8D601754AAF5,AGT-612FDE3AD7E6,Simpanan Wajib,100000,UNPAID,2026-07-01 03:53:20,2026-01-25 10:39:59
SIMPAN-EDBDCE750EAE,KOP-8D601754AAF5,AGT-612FDE3AD7E6,Simpanan Pokok,50000,PAID,2025-11-20 00:21:34,2025-06-20 23:18:07
SIMPAN-D5A7BB2A5D37,KOP-8D601754AAF5,AGT-612FDE3AD7E6,Simpanan Wajib,25000,PAID,2025-06-25 04:18:21,2025-02-02 05:58:19
SIMPAN-C6FA6CEAB6A5,KOP-8D601754AAF5,AGT-0C16DAE65376,Simpanan Pokok,100000,PAID,2025-12-04 17:33:57,2025-11-09 19:41:31
SIMPAN-0963EED85A14,KOP-8D601754AAF5,AGT-094A3BE22425,Simpanan Wajib,100000,PAID,2025-04-15 21:33:37,2025-12-31 23:29:07
SIMPAN-F05540E25905,KOP-8D601754AAF5,AGT-094A3BE22425,Simpanan Pokok,25000,PAID,2026-02-01 10:39:35,2025-04-10 20:18:52
SIMPAN-986F52A79397,KOP-8D601754AAF5,AGT-094A3BE22425,Simpanan Wajib,100000,PAID,2026-03-25 19:42:37,2025-10-29 15:43:42
SIMPAN-3A98B15C09E8,KOP-8D601754AAF5,AGT-79ED1931AC16,Simpanan Wajib,50000,PAID,2025-09-16 04:47:19,2025-02-14 14:19:23
SIMPAN-513450EDFDBF,KOP-8D601754AAF5,AGT-79ED1931AC16,Simpanan Wajib,50000,UNPAID,2025-12-18 15:21:44,2026-02-15 13:37:30
SIMPAN-ACD1B5EF65E7,KOP-8D601754AAF5,AGT-095940108EB0,Simpanan Pokok,50000,PAID,2025-08-09 23:07:37,2025-10-29 16:00:16
SIMPAN-AC03FBE74698,KOP-8D601754AAF5,AGT-095940108EB0,Simpanan Pokok,50000,PAID,2025-11-11 17:29:27,2026-02-03 11:03:10
SIMPAN-A59E13DADEB2,KOP-8D601754AAF5,AGT-095940108EB0,Simpanan Wajib,100000,PAID,2026-01-17 21:44:47,2025-08-17 21:52:25
SIMPAN-DC29B7C9DCE0,KOP-8D601754AAF5,AGT-095940108EB0,Simpanan Wajib,50000,PAID,2025-04-09 08:26:17,2025-08-19 11:22:45
SIMPAN-356D1DA6805F,KOP-8D601754AAF5,AGT-095940108EB0,Simpanan Pokok,50000,PAID,2025-05-21 10:27:59,2025-12-08 12:39:33
SIMPAN-819CF16ECEC4,KOP-8D601754AAF5,AGT-17C4381CF4A9,Simpanan Wajib,100000,UNPAID,2025-09-10 22:28:55,2025-12-21 20:13:54
SIMPAN-950DADD8E18A,KOP-8D601754AAF5,AGT-17C4381CF4A9,Simpanan Wajib,100000,UNPAID,2025-11-25 20:10:32,2025-11-29 06:13:29
SIMPAN-AE7EB658CF4D,KOP-8D601754AAF5,AGT-17C4381CF4A9,Simpanan Pokok,100000,UNPAID,2025-11-09 06:12:03,2025-12-21 05:05:42
SIMPAN-FBCF6ABDED8E,KOP-8D601754AAF5,AGT-17C4381CF4A9,Simpanan Wajib,25000,PAID,2025-04-29 18:17:24,2025-12-02 17:48:47
SIMPAN-FDDD0F202E9F,KOP-8D601754AAF5,AGT-61FB08EA201F,Simpanan Wajib,25000,PAID,2025-08-08 12:59:03,2025-05-25 10:50:02
SIMPAN-448804E0B449,KOP-8D601754AAF5,AGT-61FB08EA201F,Simpanan Wajib,100000,UNPAID,2025-10-30 04:04:57,2026-04-18 04:20:08
SIMPAN-A69794C17111,KOP-8D601754AAF5,AGT-61FB08EA201F,Simpanan Wajib,100000,PAID,2026-04-16 07:15:40,2025-09-24 10:32:10
SIMPAN-51C750B4DA01,KOP-8D601754AAF5,AGT-F6B75AC0F4C4,Simpanan Pokok,50000,PAID,2026-06-10 17:16:25,2026-06-03 19:28:36
SIMPAN-64086F9903D0,KOP-8D601754AAF5,AGT-F6B75AC0F4C4,Simpanan Pokok,100000,PAID,2025-12-28 06:20:18,2026-05-07 19:46:52
SIMPAN-01EC3383E214,KOP-8D601754AAF5,AGT-F6B75AC0F4C4,Simpanan Wajib,25000,PAID,2025-10-20 20:12:05,2026-03-22 06:41:51
SIMPAN-7D3F5A8294F3,KOP-8D601754AAF5,AGT-F6B75AC0F4C4,Simpanan Wajib,100000,PAID,2025-11-17 06:36:34,2025-05-06 16:12:29
SIMPAN-537895EF7D04,KOP-8D601754AAF5,AGT-F6B75AC0F4C4,Simpanan Wajib,50000,PAID,2025-08-06 11:55:17,2025-08-20 17:34:19
SIMPAN-64D17994BC07,KOP-8D601754AAF5,AGT-36E70D8E3D6B,Simpanan Pokok,50000,PAID,2025-08-03 14:25:11,2025-05-20 21:23:45
SIMPAN-2C0E70AAAF7D,KOP-8D601754AAF5,AGT-36E70D8E3D6B,Simpanan Wajib,50000,UNPAID,2026-03-17 09:32:19,2025-12-16 01:55:02
SIMPAN-4C80D675153A,KOP-8D601754AAF5,AGT-36E70D8E3D6B,Simpanan Pokok,100000,PAID,2025-04-25 01:45:20,2026-06-30 21:41:03
SIMPAN-0238A964E749,KOP-8D601754AAF5,AGT-36E70D8E3D6B,Simpanan Wajib,50000,PAID,2025-01-18 19:20:37,2025-08-28 12:23:34
SIMPAN-09E7234BF411,KOP-8D601754AAF5,AGT-AA9AE97A482C,Simpanan Pokok,100000,PAID,2026-05-18 11:57:49,2025-12-23 18:55:44
SIMPAN-C4D7735697E8,KOP-8D601754AAF5,AGT-AA9AE97A482C,Simpanan Pokok,100000,UNPAID,2025-04-24 21:33:58,2025-02-22 06:31:21
SIMPAN-036BA74E0AA4,KOP-8D601754AAF5,AGT-AA9AE97A482C,Simpanan Pokok,25000,PAID,2026-04-19 19:37:03,2025-03-17 05:00:43
SIMPAN-B41F43C9DA4C,KOP-8D601754AAF5,AGT-AA9AE97A482C,Simpanan Wajib,100000,UNPAID,2025-07-12 23:16:34,2026-04-08 02:59:01
SIMPAN-6C9D858FEE97,KOP-8D601754AAF5,AGT-EF8EC44F954A,Simpanan Pokok,100000,PAID,2025-08-03 19:13:47,2026-05-30 12:26:29
SIMPAN-E8939D077F20,KOP-8D601754AAF5,AGT-EF8EC44F954A,Simpanan Wajib,100000,PAID,2025-03-25 21:02:55,2025-09-09 22:12:01
SIMPAN-EC1526D944DE,KOP-8D601754AAF5,AGT-3B69FF0F0079,Simpanan Wajib,100000,PAID,2025-08-15 13:36:17,2025-04-02 22:51:53
SIMPAN-4FC225865DD7,KOP-8D601754AAF5,AGT-3B69FF0F0079,Simpanan Wajib,100000,UNPAID,2025-01-22 16:55:06,2025-01-13 11:35:35
SIMPAN-2BBD8F773B3B,KOP-8D601754AAF5,AGT-3B69FF0F0079,Simpanan Pokok,25000,UNPAID,2026-02-09 00:43:38,2025-05-05 04:26:12
SIMPAN-AA303731193D,KOP-8D601754AAF5,AGT-3B69FF0F0079,Simpanan Pokok,100000,PAID,2025-01-11 09:03:07,2026-06-30 04:34:29
SIMPAN-ABD509F0C2AB,KOP-8D601754AAF5,AGT-8756C4D82EE2,Simpanan Pokok,25000,PAID,2025-08-06 16:47:09,2025-07-31 14:34:49
SIMPAN-CF84DF04ED8A,KOP-8D601754AAF5,AGT-8756C4D82EE2,Simpanan Pokok,50000,UNPAID,2026-06-28 18:03:56,2025-07-30 13:48:11
SIMPAN-00920B0F57AE,KOP-8D601754AAF5,AGT-8756C4D82EE2,Simpanan Wajib,25000,PAID,2025-03-22 07:54:06,2025-12-24 18:33:21
SIMPAN-E351B5E5B72B,KOP-8D601754AAF5,AGT-03E85155FC6D,Simpanan Pokok,100000,PAID,2026-01-31 13:40:27,2025-09-03 21:17:28
SIMPAN-6D08A6D8BE09,KOP-8D601754AAF5,AGT-03E85155FC6D,Simpanan Wajib,100000,PAID,2026-01-01 12:37:24,2025-04-29 03:41:12
SIMPAN-EDE4620B8132,KOP-8D601754AAF5,AGT-391B6ED2FB25,Simpanan Pokok,50000,PAID,2026-06-18 02:59:35,2026-01-22 09:16:48
SIMPAN-5CC7B7D3D4AD,KOP-8D601754AAF5,AGT-391B6ED2FB25,Simpanan Wajib,25000,UNPAID,2026-02-27 02:47:12,2025-02-05 03:49:01
SIMPAN-725627DC275B,KOP-8D601754AAF5,AGT-391B6ED2FB25,Simpanan Wajib,50000,UNPAID,2025-07-29 12:11:17,2025-11-03 14:54:46
SIMPAN-0C75CDDE9093,KOP-8D601754AAF5,AGT-D20F7F1953E5,Simpanan Pokok,50000,UNPAID,2025-09-23 09:51:06,2026-04-10 04:13:32
SIMPAN-3542C9776B14,KOP-8D601754AAF5,AGT-D20F7F1953E5,Simpanan Pokok,100000,PAID,2025-08-05 00:47:12,2026-02-26 20:56:23
SIMPAN-CE1FDBC74E7A,KOP-8D601754AAF5,AGT-838AE0D67198,Simpanan Wajib,100000,UNPAID,2026-04-10 04:56:37,2026-05-18 04:29:19
SIMPAN-24C887FB8F08,KOP-8D601754AAF5,AGT-838AE0D67198,Simpanan Wajib,50000,PAID,2025-01-22 23:22:02,2026-03-12 20:07:36
SIMPAN-A089B06AFF17,KOP-8D601754AAF5,AGT-3DA3B5FDC317,Simpanan Pokok,100000,PAID,2025-08-08 14:44:05,2025-10-18 17:17:25
SIMPAN-21A7CE1F13B7,KOP-8D601754AAF5,AGT-3DA3B5FDC317,Simpanan Wajib,25000,PAID,2025-04-07 08:28:00,2025-01-09 22:01:44
SIMPAN-EF35CCDB9AC3,KOP-8D601754AAF5,AGT-3DA3B5FDC317,Simpanan Pokok,100000,PAID,2025-12-24 07:01:37,2026-06-09 23:11:21
SIMPAN-8623903E81A8,KOP-82FA8CDD09D6,AGT-1C50CD2FC08B,Simpanan Wajib,100000,PAID,2026-02-19 14:45:04,2025-09-23 00:39:56
SIMPAN-1A040D2AC409,KOP-82FA8CDD09D6,AGT-1C50CD2FC08B,Simpanan Wajib,25000,PAID,2025-02-14 06:37:01,2025-04-04 05:51:42
SIMPAN-B8D321CE0E7A,KOP-82FA8CDD09D6,AGT-1C50CD2FC08B,Simpanan Wajib,50000,PAID,2025-10-13 02:59:42,2025-07-10 08:59:52
SIMPAN-7D42F9EB6159,KOP-82FA8CDD09D6,AGT-6A72124524A7,Simpanan Pokok,100000,PAID,2025-04-18 21:39:05,2026-04-03 20:03:09
SIMPAN-BCB7B4924BBB,KOP-82FA8CDD09D6,AGT-6A72124524A7,Simpanan Pokok,25000,PAID,2025-10-10 01:10:51,2025-01-14 07:38:26
SIMPAN-1BFC27690C77,KOP-82FA8CDD09D6,AGT-A0ECB3E05D1E,Simpanan Wajib,25000,UNPAID,2025-10-19 23:09:39,2026-04-23 19:04:26
SIMPAN-98375709350A,KOP-82FA8CDD09D6,AGT-A0ECB3E05D1E,Simpanan Wajib,50000,PAID,2025-05-04 02:48:17,2025-07-30 15:55:50
SIMPAN-1051B559DDB2,KOP-82FA8CDD09D6,AGT-A0ECB3E05D1E,Simpanan Wajib,25000,PAID,2026-06-27 06:01:51,2025-05-03 00:49:26
SIMPAN-9B840BD729EB,KOP-82FA8CDD09D6,AGT-A0ECB3E05D1E,Simpanan Wajib,25000,UNPAID,2026-06-26 16:09:08,2026-06-20 00:07:33
SIMPAN-1115E8D4C753,KOP-82FA8CDD09D6,AGT-A0ECB3E05D1E,Simpanan Wajib,25000,PAID,2025-02-27 08:15:13,2026-04-25 04:04:33
SIMPAN-A8E2F5C09384,KOP-82FA8CDD09D6,AGT-2AD8D4B6B31D,Simpanan Pokok,50000,PAID,2025-04-19 00:15:14,2025-07-06 10:26:30
SIMPAN-8F4144D0E35C,KOP-82FA8CDD09D6,AGT-2AD8D4B6B31D,Simpanan Pokok,100000,UNPAID,2026-01-11 12:48:43,2026-04-22 18:13:21
SIMPAN-DDB710D86DB8,KOP-82FA8CDD09D6,AGT-FE1E5974A9D5,Simpanan Wajib,50000,UNPAID,2026-04-29 00:43:31,2026-02-03 16:06:37
SIMPAN-D445AB3EA164,KOP-82FA8CDD09D6,AGT-FE1E5974A9D5,Simpanan Wajib,25000,PAID,2025-05-02 08:57:11,2026-01-09 05:10:17
SIMPAN-95D1ECED4F9E,KOP-82FA8CDD09D6,AGT-FE1E5974A9D5,Simpanan Pokok,50000,PAID,2025-04-29 14:48:10,2025-11-02 05:17:10
SIMPAN-EB57E830ED0C,KOP-82FA8CDD09D6,AGT-FE1E5974A9D5,Simpanan Wajib,25000,PAID,2026-05-07 00:21:04,2025-08-11 07:11:43
SIMPAN-D033779A0D98,KOP-82FA8CDD09D6,AGT-26EB94F9A427,Simpanan Wajib,25000,UNPAID,2026-03-12 21:52:13,2025-03-18 00:33:47
SIMPAN-911D8E7C1D96,KOP-82FA8CDD09D6,AGT-371C41A3FD0B,Simpanan Pokok,25000,PAID,2025-11-30 00:37:18,2025-05-02 10:03:13
SIMPAN-7FD0801A4E8E,KOP-82FA8CDD09D6,AGT-371C41A3FD0B,Simpanan Wajib,50000,PAID,2025-06-09 17:51:41,2026-06-02 21:18:24
SIMPAN-8F7EA27489CC,KOP-82FA8CDD09D6,AGT-371C41A3FD0B,Simpanan Wajib,25000,PAID,2026-04-29 08:59:06,2025-12-12 11:41:07
SIMPAN-6BA2C0F80FA6,KOP-82FA8CDD09D6,AGT-371C41A3FD0B,Simpanan Pokok,25000,UNPAID,2025-03-20 16:20:56,2026-05-20 11:59:50
SIMPAN-33FDA84202D5,KOP-82FA8CDD09D6,AGT-371C41A3FD0B,Simpanan Pokok,25000,PAID,2026-01-17 20:29:25,2026-05-25 18:26:52
SIMPAN-ADCD5A7C85A4,KOP-82FA8CDD09D6,AGT-A3B56B3D0C4C,Simpanan Wajib,50000,PAID,2025-02-07 13:02:17,2025-03-08 16:04:33
SIMPAN-C214F9B84555,KOP-82FA8CDD09D6,AGT-A3B56B3D0C4C,Simpanan Pokok,25000,PAID,2025-07-28 02:13:34,2026-05-28 16:53:17
SIMPAN-9DB9A5D80BC8,KOP-82FA8CDD09D6,AGT-A3B56B3D0C4C,Simpanan Pokok,50000,PAID,2025-09-27 23:45:03,2026-05-08 19:21:12
SIMPAN-F51B8C3701D1,KOP-82FA8CDD09D6,AGT-A3B56B3D0C4C,Simpanan Pokok,50000,UNPAID,2025-03-04 07:52:58,2025-04-11 17:43:09
SIMPAN-C1EDAA5EEFF4,KOP-82FA8CDD09D6,AGT-BBCD17198502,Simpanan Wajib,50000,UNPAID,2026-06-25 14:39:59,2025-06-01 16:24:56
SIMPAN-02229BA7E522,KOP-82FA8CDD09D6,AGT-BBCD17198502,Simpanan Pokok,100000,UNPAID,2025-11-04 01:39:49,2026-04-05 15:10:07
SIMPAN-EF3BC0EDF25F,KOP-82FA8CDD09D6,AGT-BBCD17198502,Simpanan Wajib,50000,PAID,2025-01-11 16:12:48,2026-01-22 07:31:55
SIMPAN-0714D50A5BBD,KOP-82FA8CDD09D6,AGT-6B4CBC8BE6CB,Simpanan Wajib,100000,UNPAID,2025-01-31 09:35:04,2026-06-14 19:03:12
SIMPAN-DF2719653D47,KOP-82FA8CDD09D6,AGT-D011C169CC56,Simpanan Wajib,100000,PAID,2026-03-16 09:22:14,2025-01-10 11:26:32
SIMPAN-40140F5AE9EB,KOP-82FA8CDD09D6,AGT-8189FBB768A5,Simpanan Pokok,100000,PAID,2025-05-31 06:35:14,2026-05-04 07:38:52
SIMPAN-F016B1738CFC,KOP-82FA8CDD09D6,AGT-C686ECD1F61E,Simpanan Pokok,50000,PAID,2026-03-10 05:59:05,2025-02-28 10:43:24
SIMPAN-A51EF64FBE60,KOP-82FA8CDD09D6,AGT-C686ECD1F61E,Simpanan Pokok,100000,UNPAID,2026-01-16 04:09:04,2025-10-23 09:45:54
SIMPAN-1780CA3109CE,KOP-82FA8CDD09D6,AGT-C686ECD1F61E,Simpanan Wajib,100000,UNPAID,2025-08-27 01:10:44,2026-01-19 06:23:52
SIMPAN-D9706692B430,KOP-82FA8CDD09D6,AGT-C686ECD1F61E,Simpanan Pokok,50000,UNPAID,2025-01-09 07:32:55,2025-07-03 06:48:54
SIMPAN-E405A4210FE3,KOP-82FA8CDD09D6,AGT-14862F100136,Simpanan Pokok,25000,PAID,2026-02-14 07:03:50,2026-04-02 01:25:56
SIMPAN-9FDB98D8FD57,KOP-82FA8CDD09D6,AGT-14862F100136,Simpanan Wajib,100000,PAID,2025-02-03 10:36:08,2025-07-23 07:35:51
SIMPAN-E417B65A46CA,KOP-82FA8CDD09D6,AGT-14862F100136,Simpanan Pokok,50000,PAID,2025-07-07 09:14:26,2025-10-14 13:42:59
SIMPAN-04DB6166FF9F,KOP-82FA8CDD09D6,AGT-14862F100136,Simpanan Pokok,25000,PAID,2025-06-13 20:30:19,2025-10-13 16:09:03
SIMPAN-48F0E67B240E,KOP-82FA8CDD09D6,AGT-C6FC664CBDB9,Simpanan Wajib,100000,PAID,2026-05-21 06:33:36,2025-03-31 05:49:40
